# 総務省統計局「小売物価統計調査」（動向編）2025年 都市別年平均価格を都道府県単位に平均化 / gasBill
01,2025,7333.0
02,2025,8517.0
03,2025,8164.0
04,2025,6776.0
05,2025,7271.0
06,2025,8270.0
07,2025,7805.0
08,2025,6884.5
09,2025,6738.0
10,2025,6068.0
11,2025,6304.2
12,2025,6218.7
13,2025,6054.0
14,2025,6054.0
15,2025,6677.0
16,2025,9091.0
17,2025,8801.0
18,2025,8766.0
19,2025,7198.0
20,2025,6637.5
21,2025,7082.0
22,2025,8144.0
23,2025,7607.0
24,2025,7082.0
25,2025,6189.0
26,2025,6622.0
27,2025,6622.0
28,2025,6622.0
29,2025,6622.0
30,2025,6622.0
31,2025,8551.0
32,2025,9294.0
33,2025,8605.0
34,2025,7943.5
35,2025,9268.5
36,2025,9007.0
37,2025,9007.0
38,2025,9007.0
39,2025,9007.0
40,2025,8559.0
41,2025,9484.0
42,2025,8494.0
43,2025,8494.0
44,2025,8455.0
45,2025,9041.0
46,2025,8966.0
47,2025,9320.0
